登録日,表示/非表示フラグ,各物件トップ表示順位,物件名,TOP物件コメント,物件URL,物件サムネイル画像,エリア,所在地,利用可能路線1,利用可能路線2,利用可能路線3,利用可能路線4,メリットコピー,予定価格の下限,予定価格の上限,販売価格の下限,販売価格の上限,専有面積 下限,専有面積 上限,資料請求URL,エリア毎の並び順,間取り(下限値),間取り(上限値),NEW,駅5分,ファミリーにおすすめ,SINGLE・DINKS,現地内覧可,モデルルーム公開中
2008/7/31,非表示,palace,日神パレステージお花茶屋,棟内モデルルーム公開中,http://www.nisshinfudosan.co.jp/ohanajaya/,http://www.nisshinfudosan.co.jp/img/thumb/h20/ohanajaya_icon.gif,東京23区,東京都葛飾区立石五丁目18番20,京成本線「お花茶屋」駅より徒歩8分,京成押上線「立石」駅より徒歩11分,なし,なし,２駅２路線利用可の好アクセス。都心までも楽に出られる立地,3560,3560,3560,3560,55.83㎡,55.83㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/ohanajaya,,2LDK,2LDK,,,,,,
2008/7/25,非表示,duo,日神デュオステージ新御徒町,棟内モデルルーム公開中,http://www.duostage.com/shin-okachimachi/,http://www.nisshinfudosan.co.jp/img/thumb/h20/shinokachimachi_icon.gif,東京23区,東京都台東区元浅草三丁目3番7,都営大江戸線、ＴＸ線「新御徒町」駅より徒歩5分,東京メトロ銀座線「稲荷町」駅より徒歩10分,JR山手線、京浜東北線「御徒町」駅より徒歩14分,なし,徒歩圏に6駅7路線利用可能なマルチアクセス,2880,3620,2880,3620,30.30㎡,40.51㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/shin-okachimachi,,1DK,1LDK,,,,,,
2008/7/10,非表示,duo,日神デュオステージ東向島,棟内モデルルーム公開中,http://www.duostage.com/higashimukojima/,http://www.nisshinfudosan.co.jp/img/thumb/h20/higashimukojima_icon.gif,東京23区,東京都墨田区堤通一丁目14番6,東武伊勢崎線「東向島」駅より徒歩12分,東武伊勢崎線[曳舟」駅より徒歩13分,東武亀戸線「曳舟」駅より徒歩13分,なし,全24タイプの多彩なプランバリエーションをご用意しております,2940,3700,2940,3700,40.59㎡,57.01㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/higashimukojima,,1DK,2LDK,,,,,,
2008/7/2,非表示,palace,日神パレステージ青梅住江町,棟内モデルルーム公開中,http://www.nisshinfudosan.co.jp/ome_sumiecho/,http://www.nisshinfudosan.co.jp/img/thumb/h20/ome_icon.gif,東京都下,東京都青梅市住江町42番地の8,JR青梅線「青梅」駅より徒歩4分,なし,なし,なし,独立性を守り、広々とした配置で角住戸率68％を確保,3080,3430,3080,3430,67.10㎡,67.52㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/ome_sumiecyo,,3LDK,3LDK,,,,,,
2008/5/7,非表示,duo,日神デュオステージ大森西,先着順受付中,http://www.omori-color.jp/,http://www.nisshinfudosan.co.jp/img/thumb/h20/omorinishi_icon.gif,東京23区,東京都大田区大森西一丁目10番10,京浜急行本線「平和島」駅より徒歩13分,JR京浜東北線「大森」駅より徒歩16分,なし,なし,最寄り駅から他線への連係がスムーズな好立地,2490,3470,2490,3470,26.39㎡,43.20㎡,https://enq.nisshinfudosan.co.jp/form/fm/yokohama/omorinishi,,Studio,1LDK,,,,,,
2008/4/21,非表示,palace,日神パレステージ吹上,棟内モデルルーム公開中（予約制）,http://www.nisshinfudosan.co.jp/fukiage/,http://www.nisshinfudosan.co.jp/img/thumb/h20/fukiage_icon.gif,埼玉,埼玉県鴻巣市吹上本町四丁目12番7,JR高崎線「吹上」駅より徒歩4分,なし,なし,なし,駅徒歩4分の好立地、生活施設も充実した恵まれた住環境,2280,2760,2280,2760,76.14㎡,84.95㎡,https://enq.nisshinfudosan.co.jp/form/fm/oomiya/hukiage,,3LDK,3LDK,,,,,,
2008/2/27,非表示,palace,日神パレステージ鳩ヶ谷,マンションギャラリー公開中,http://sakurabato.com/,http://www.nisshinfudosan.co.jp/img/thumb/h20/hatogaya_icon.gif,埼玉,埼玉県鳩ヶ谷市本町四丁目1番8号,埼玉高速鉄道線「鳩ヶ谷」駅より徒歩8分,なし,なし,なし,明るく開放感溢れる高台で爽やかな陽射しや桜が望める生活,3110,4090,3110,4090,66.90㎡,80.35㎡,https://enq.nisshinfudosan.co.jp/form/fm/oomiya/hatogaya,,1LDK＋S＋DEN,2LDK＋S+DEN,,,,,,
2007/12/10,非表示,palace,日神パレステージ河辺南,モデルルーム公開中,http://www.kabe-monogatari.com/,http://www.nisshinfudosan.co.jp/img/thumb/h19/kabe_icon.gif,東京都下,東京都青梅市河辺町四丁目21番10,JR青梅線「河辺」駅より徒歩6分,なし,なし,なし,駅前の充実な施設と緑溢れる自然とが調和した豊かな住環境,3290,3780,3290,3780,72.80㎡,79.20㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/kabeminami,,2LDK＋S＋N,3LDK＋S,,,,,,
2007/11/30,表示,palace,日神パレステージ船橋海神,棟内モデルルーム公開中,http://www.f-kaijin.com/,http://www.nisshinfudosan.co.jp/img/thumb/h19/funabashi-kaijin_icon.gif,千葉,千葉県船橋市海神一丁目574番,JR総武線「船橋」駅より徒歩11分,東武野田線「船橋」駅より徒歩11分,京成本線「京成船橋」駅より徒歩10分,東葉高速線「東海神」駅より徒歩7分,明るく開放的な全住戸南東・南西向きの間取り,3340,3620,3340,3620,66.60㎡,69.48㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/funabashi_kaijin,,2LDK＋S＋DEN,3LDK＋DEN,,,,,,
2007/11/1,表示,duo,日神デュオステージ大宮タウン,棟内モデルルーム公開中（予約制）,http://www.omiyatown.com/,http://www.nisshinfudosan.co.jp/img/thumb/h19/omiyatown_icon.gif,埼玉,埼玉県さいたま市大宮区宮町五丁目136番1,JR京浜東北線・埼京線・宇都宮線・高崎線・湘南新宿ライン・川越線,「大宮」駅より徒歩10分,なし,なし,新幹線も含め14路線を自由自在に使いこなせる好立地,2460,2740,2460,2740,40.05㎡,41.77㎡,https://enq.nisshinfudosan.co.jp/form/fm/oomiya/omiya_town,,LDK+SR,1LDK,,,,,,
2007/10/11,表示,palace,日神パレステージ三山シャインプレイス,棟内モデルルーム公開中,http://www.iitokodori.jp/,http://www.nisshinfudosan.co.jp/img/thumb/h19/miyama_icon.gif,千葉,千葉県船橋市三山八丁目30番12,JR総武線「津田沼」駅よりバス19分「三山車庫」停留所より徒歩3分,京成本線「京成大久保」駅より徒歩25分,なし,なし,快適生活に嬉しいミストサウナや床暖房を標準装備,2488,2767,2488,2767,72.15㎡,84.20㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/miyama_shineplace,,3LDK,3LDK,,,,,,
2007/11/1,表示,duo,日神デュオステージ町田,棟内モデルルーム公開中(予約制）,http://www.duostage.com/bukken/02/0490/,http://www.nisshinfudosan.co.jp/img/thumb/h19/machida_icon.gif,東京都下,東京都町田市金森1丁目373番1,ＪＲ横浜線「町田」駅より徒歩11分,小田急線「町田」駅より徒歩16分,,,小田急線とJR横浜線の2路線が利用可,2560,2590,2560,2590,35.19㎡,35.26㎡,https://enq.nisshinfudosan.co.jp/form/fm/yokohama/machida,,2Ｋ,2Ｋ,,,,,,
2007/10/9,表示,duo,日神デュオステージ中野坂上NEXT,新宿マンションギャラリー公開中,http://www.duostage.com/bukken/01/0489/,http://www.nisshinfudosan.co.jp/img/thumb/h19/nakanosakaue_icon.gif,東京23区,,東京メトロ丸ノ内線「中野坂上」駅より徒歩3分,都営地下鉄大江戸線「中野坂上」駅より徒歩3分 「東中野」駅より徒歩12分,JR中央・総武線「東中野」駅より徒歩12分,なし,,,,,,,,,,1DK,1DK,,,,,,
2007/9/27,表示,duo,日神デュオステージ船橋,現地内覧会開催中（予約制）,http://www.duostage.com/bukken/04/0488/,http://www.nisshinfudosan.co.jp/img/thumb/h19/funabashi_icon.gif,千葉,千葉県船橋市宮本一丁目1933番1,JR総武線「船橋」駅より徒歩10分,東武野田線「船橋」駅より徒歩10分,京成本線「京成船橋」駅より徒歩9分,なし,最寄りの「船橋」駅は、あらゆる大型商業施設が充実,2730,3010,2730,3010,40.04㎡,40.04㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/funabashi,,1LDK,1LDK,,,,,,
2007/8/9,表示,duo,日神デュオステージ横須賀中央,モデルルーム公開中,http://www.duostage.com/bukken/02/0487/,http://www.nisshinfudosan.co.jp/img/thumb/h19/yokosukachuo_icon.gif,神奈川,神奈川県横須賀市小川町2番6,京浜急行本線「横須賀中央」駅より徒歩9分,なし,なし,なし,文化施設とショッピング施設が融合した豊かな生活環境,2310,2660,2310,2660,34.02㎡,39.61㎡,https://enq.nisshinfudosan.co.jp/form/fm/yokohama/yokosuka_chuo,,1DK,1LDK,,,,,,
2007/7/5,表示,duo,日神デュオステージ蒔田,横浜マンションギャラリー公開中（予約制）,http://www.statuslife.jp/,http://www.nisshinfudosan.co.jp/img/thumb/h19/maita_icon.gif,神奈川,,横浜市営地下鉄線「蒔田」駅より徒歩6分　「吉野町」駅より徒歩7分,なし,なし,なし,,,,,,,,,,1DK,1DK,,,,,,
2007/7/3,表示,palace,日神パレステージ籠原,棟内モデルルーム公開中(予約制),http://www.nisshinfudosan.co.jp/kagohara/,http://www.nisshinfudosan.co.jp/img/thumb/h19/kagohara_icon.gif,埼玉,埼玉県熊谷市新堀1145番地1,JR高崎線「籠原」駅より徒歩14分,なし,なし,なし,地球にも家族にも優しいオール電化採用で安心と快適な生活,1920,3260,1920,3260,75.94㎡,91.85㎡,https://enq.nisshinfudosan.co.jp/form/fm/oomiya/kagohara,,3LDK,4LDK,,,,,,
2007/6/14,表示,duo,日神デュオステージ大森町,新宿マンションギャラリー公開中,http://www.duostage.com/bukken/01/0484/,http://www.nisshinfudosan.co.jp/img/thumb/h19/omori-machi_icon.gif,東京23区,,京浜急行本線「大森町」駅より徒歩9分,京浜急行本線「梅屋敷」駅より徒歩9分,JR京浜東北線「大森」駅よりバス11分 「弁天神社」停留所より徒歩2分,なし,,,,,,,,,,Studio,1LDK,,,,,,
2007/6/11,非表示,duo,日神デュオステージ池上,新宿マンションギャラリー公開中,http://www.ikegami-style.com/,http://www.nisshinfudosan.co.jp/img/thumb/h19/ikegami_icon.gif,東京23区,東京都大田区池上1丁目25番13,東急池上線「池上」駅より徒歩10分,都営浅草線「西馬込」駅より徒歩19分,JR京浜東北線「蒲田」駅より徒歩21分,なし,商店街や池上本門寺など賑わいと温もりが調和した住環境,2970,3110,2970,3110,30.19㎡,30.35㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/ikegami,,1DK,1DK,,,,,,
2007/2/28,非表示,palace,日神パレステージ東久留米WEST,棟内モデルルーム公開中(予約制),http://www.kurume-kirameku.com/,http://www.nisshinfudosan.co.jp/img/thumb/h19/kurumewest_icon.gif,東京都下,東京都東久留米市下里五丁目659番1,西武池袋線「東久留米」駅よりバス12分「西団地入口」停留所より徒歩3分,西武新宿線「花小金井」駅よりバス15分「西団地入口」停留所より徒歩3分,なし,なし,住戸の88%が南西・南東向きで光と風が家族を優しく包み込む,3510,4160,3510,4160,65.10㎡,76.04㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/higashikurume_west,,3LDK,3LDK,,,,,,
2007/7/5,非表示,duo,日神デュオステージ亀戸,先着順受付中,http://www.duostage.com/bukken/04/0483/,http://www.nisshinfudosan.co.jp/img/thumb/h19/kameido_icon.gif,東京23区,,JR総武線「亀戸」駅より徒歩6分,東武亀戸線「亀戸」駅より徒歩6分,なし,なし,,,,,,,,,,1DK,1DK,,,,,,
2007/2/5,非表示,palace,日神パレステージ武蔵砂川,棟内モデルルーム公開中(予約制),http://www.musasuna.com/,http://www.nisshinfudosan.co.jp/img/thumb/h19/musashisunagawa_icon.gif,東京都下,東京都立川市一番町四丁目30番1他,西武拝島線「武蔵砂川」駅より徒歩10分,なし,なし,なし,大型ショッピング施設が徒歩圏に揃い明るく充実した住環境,3000,3430,3000,3430,68.26㎡,73.26㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/musashisunagawa,,3LDK,3LDK＋DEN,,,,,,
2007/5/25,非表示,duo,日神デュオステージ大泉学園,先着順受付中,http://www.duostage.com/bukken/03/0481/,http://www.nisshinfudosan.co.jp/img/thumb/h19/oizumigakuen_icon.gif,東京23区,,西武池袋線「大泉学園」駅より徒歩10分,なし,なし,なし,,,,,,,,,,1DK,1DK,,,,,,
2007/5/22,非表示,duo,日神デュオステージ関内大通り公園,横浜マンションギャラリー公開中（予約制）,http://www.duostage.com/bukken/02/0480/,http://www.nisshinfudosan.co.jp/img/thumb/h19/kannaiod_icon.gif,神奈川,,JR根岸線「関内」駅より徒歩7分,横浜市営地下鉄線「伊勢佐木長者町」駅より徒歩1分,なし,なし,,,,,,,,,,1DK,1LDK,,,,,,
2006/12/11,非表示,palace,日神パレステージ三ツ池公園,棟内見学会開催中,http://www.nisshinfudosan.co.jp/mitsuikekoen/,http://www.nisshinfudosan.co.jp/img/thumb/h19/mitsuikekoen_icon.gif,神奈川,,京浜東北線「鶴見」駅よりバス11分 バス停「末吉小学校前」徒歩4分,なし,なし,なし,,,,,,,,,,2LDK＋S,4LDK,,,,,,
2007/3/19,非表示,duo,日神デュオステージ大宮浅間町,先着順受付中,http://www.duo-smilelife.com/,http://www.nisshinfudosan.co.jp/img/thumb/h19/omiya_sengencho_icon.gif,埼玉,,JR京浜東北線・埼京線・宇都宮線・高崎線・湘南新宿ライン・川越線「大宮」駅より徒歩12分,JR京浜東北線・宇都宮線・高崎線「さいたま新都心」駅より徒歩13分,なし,なし,,,,,,,,,,1DK,1LDK,,,,,,
2007/4/10,非表示,duo,日神デュオステージ川越新富町,先着順受付中,http://www.kawagoe-bigaku.com/,http://www.nisshinfudosan.co.jp/img/thumb/h19/kawagoe_icon.gif,埼玉,,西武新宿線「本川越」駅より徒歩5分,JR川越線「川越」駅より徒歩7分,東武東上線「川越」駅より徒歩7分,なし,,,,,,,,,,1DK,1DK,,,,,,
2006/11/18,非表示,palace,日神パレステージ熊谷,現地内覧可(予約制),http://www.nisshinfudosan.co.jp/kumagaya2/,http://www.nisshinfudosan.co.jp/img/thumb/h19/kumagaya2_icon.gif,埼玉,,JR高崎線「熊谷」駅より徒歩12分,なし,なし,なし,,,,,,,,,,2LDK+S+DEN,4LDK,,,,,,
2006/8/18,表示,palace,日神パレステージわらびリノプレイス,現地内覧可（予約制）,http://www.nisshinfudosan.co.jp/warabi/,http://www.nisshinfudosan.co.jp/img/thumb/h19/warabi_icon.gif,埼玉,,JR京浜東北線「蕨」駅より徒歩18分,なし,なし,なし,,,,,,,,,,3LDK,3LDK,,,,,,
2007/1/25,表示,palace,日神パレステージ西千葉春日マロニエの丘,棟内モデルルーム公開中,http://www.nisshinfudosan.co.jp/maronie/,http://www.nisshinfudosan.co.jp/img/thumb/h19/maronie_icon.gif,千葉,千葉県千葉市中央区春日二丁目4番6,JR総武線「西千葉」駅より徒歩4分,京成電鉄千葉線「西登戸」駅より徒歩5分,なし,なし,2駅2路線利用可能な快適アクセスで都市生活が自由自在,3410,3850,3410,3850,56.42㎡,70.51㎡,https://enq.nisshinfudosan.co.jp/form/fm/honsya/nishichiba_maronie,,1LDK＋S,3LDK,,,,,,
2006/7/15,表示,palace,日神パレステージ西千葉,現地内覧可（予約制）,http://www.nisshinfudosan.co.jp/nishichiba/,http://www.nisshinfudosan.co.jp/img/thumb/h19/nishichiba_icon.gif,千葉,,JR総武線「西千葉」駅より徒歩4分,京成電鉄千葉線「西登戸」駅より徒歩4分,なし,なし,,,,,,,,,,1LDK+S+DEN,2LDK,,,,,,
2007/5/10,表示,duo,日神デュオステージ大森,新宿マンションギャラリー公開中,http://www.duostage.com/bukken/01/0479/,http://www.nisshinfudosan.co.jp/img/thumb/h19/omori_icon.gif,東京23区,,JR京浜東北線「大森」駅より徒歩14分,京浜急行本線「平和島」駅より徒歩19分,都営浅草線「西馬込」駅より徒歩21分,なし,,,,,,,,,,1LDK,1LDK,,,,,,
2007/4/10,表示,duo,日神デュオステージ横浜青木町,なし,,http://www.nisshinfudosan.co.jp/images/new/yokohamaaoki_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2007/4/19,表示,duo,日神デュオステージ上板橋,なし,,http://www.nisshinfudosan.co.jp/images/new/kamiitabashi_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2007/2/2,表示,duo,日神デュオステージ関内,なし,,http://www.nisshinfudosan.co.jp/images/new/kannai_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2007/4/4,表示,duo,日神デュオステージ浅草橋,なし,,http://www.nisshinfudosan.co.jp/images/new/asakusabashi_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2007/1/26,表示,duo,日神デュオステージ田端,なし,http://www.tabatamonogatari.com/,http://www.nisshinfudosan.co.jp/images/new/tabatamonogatari_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2006/11/10,表示,palace,日神パレステージあきる野南,なし,,http://www.nisshinfudosan.co.jp/images/new/akirunominami_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2006/11/3,非表示,palace,日神パレステージ鴻巣中央,なし,http://www.nisshinfudosan.co.jp/fin/kounosu/index.html,http://www.nisshinfudosan.co.jp/images/new/kounosu_icon.gif,埼玉,,ＪＲ高崎線｢鴻巣｣駅より徒歩5分,なし,なし,なし,,,,,,,,,,2LDK+S,3LDK+DEN,,,,,,
2006/10/25,非表示,duo,日神デュオステージ御徒町,なし,,http://www.nisshinfudosan.co.jp/images/new/okachimachi_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2006/10/11,非表示,palace,日神パレステージ板橋,なし,http://www.nisshinfudosan.co.jp/fin/itabashi/index.html,http://www.nisshinfudosan.co.jp/images/new/itabashi_icon.gif,東京23区,,JR埼京線「板橋」駅より徒歩4分,東武東上線「北池袋」駅より徒歩6分,都営三田線「新板橋」駅より徒歩9分,なし,,,,,,,,,,2LDK,2LDK,,,,,,
2006/9/16,非表示,palace,日神パレステージ高井戸西,なし,,http://www.nisshinfudosan.co.jp/images/new/takaidonishi_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2006/8/18,非表示,palace,日神パレステージ秦野中央,なし,http://www.nisshinfudosan.co.jp/fin/hadano/index.html,http://www.nisshinfudosan.co.jp/images/new/hadano_icon.gif,神奈川,,小田急小田原線「秦野」駅より徒歩16分,なし,なし,なし,,,,,,,,,,3LDK,4LDK,,,,,,
2006/7/15,非表示,palace,日神パレステージ秋留野公園,なし,,http://www.nisshinfudosan.co.jp/images/new/akiruno_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2006/5/13,非表示,palace,日神パレステージ船橋南,なし,,http://www.nisshinfudosan.co.jp/images/new/funabashiminami_icon.jpg,,,,,,,,,,,,,,,,,,,,,,,
2006/5/12,非表示,palace,日神パレステージ堀ノ内コスタカーロ,なし,,http://www.nisshinfudosan.co.jp/images/new/horinouchi_caro_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2006/5/6,非表示,palace,日神パレステージ武蔵中原,なし,http://www.nisshinfudosan.co.jp/fin/musashinakahara/index.html,http://www.nisshinfudosan.co.jp/images/new/musashinakahara_icon.gif,神奈川,,JR南武線「武蔵中原」駅より徒歩8分,JR南武線「武蔵新城」駅より徒歩9分,なし,なし,,,,,,,,,,2LDK+S,3LDK,,,,,,
2006/4/29,非表示,palace,日神パレステージ新板橋,なし,http://www.nisshinfudosan.co.jp/fin/shinitabashi/index.html,http://www.nisshinfudosan.co.jp/images/new/shinitabashi_icon.gif,東京23区,,都営三田線「新板橋」駅より徒歩5分,JR埼京線「板橋」駅より徒歩6分,東武東上線「下板橋」駅より徒歩5分,なし,,,,,,,,,,LDK+S,LDK+S,,,,,,
2006/4/20,表示,palace,日神パレステージ大宮パルティール,なし,http://www.nisshinfudosan.co.jp/fin/omiya_partir/index.html,http://www.nisshinfudosan.co.jp/images/new/omiya_partir_icon.gif,埼玉,,ＪＲ京浜東北線・埼京線・宇都宮線・高崎線 大宮駅より徒歩6分,なし,なし,なし,,,,,,,,,,1LDK+S,3LDK,,,,,,
2006/4/20,表示,duo,日神デュオステージ横浜,なし,,http://www.nisshinfudosan.co.jp/images/new/yokohama_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2006/3/22,表示,duo,日神デュオステージ浅草国際通り,なし,,http://www.nisshinfudosan.co.jp/images/new/asakusa_kokusai_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2006/3/21,表示,palace,日神パレステージ板橋仲宿,なし,http://www.nisshinfudosan.co.jp/fin/itabashinakajyuku/index.html,http://www.nisshinfudosan.co.jp/images/new/itabashinakajuku_icon.gif,東京23区,,都営三田線「板橋区役所前」駅より徒歩5分,都営三田線「板橋本町」駅より徒歩10分,なし,なし,,,,,,,,,,3LDK,3LDK,,,,,,
2006/3/11,表示,palace,日神パレステージ堀ノ内コスタファーチェ,なし,http://www.nisshinfudosan.co.jp/fin/horinouchi/index.html,http://www.nisshinfudosan.co.jp/images/new/horinouchi_icon.gif,神奈川,,京浜急行本線「堀ノ内」駅より徒歩10分,なし,なし,なし,,,,,,,,,,3LDK,3LDK,,,,,,
2006/2/24,表示,duo,日神デュオステージ三ツ沢,なし,http://www.nisshinfudosan.co.jp/fin/mitsuzawa/index.html,http://www.nisshinfudosan.co.jp/images/new/mitsuzawa_icon.gif,神奈川,,横浜市営地下鉄3号線「三ツ沢下町」駅徒歩7分,東急東横線「反町」駅徒歩12分,なし,なし,,,,,,,,,,1LDK,1LDK,,,,,,
2006/1/14,表示,palace,日神パレステージ鴨居リヴェルス,なし,http://www.nisshinfudosan.co.jp/fin/kamoi/index.html,http://www.nisshinfudosan.co.jp/images/new/kamoi_icon.gif,神奈川,,JR横浜線「鴨居」駅徒歩12分,なし,なし,なし,,,,,,,,,,3LDK,3LDK,,,,,,
2006/1/12,表示,duo,日神デュオステージ代田橋和泉通り,なし,,http://www.nisshinfudosan.co.jp/images/new/daitabashi_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2006/1/5,表示,duo,日神デュオステージ浅草寿町,なし,,http://www.nisshinfudosan.co.jp/images/new/asakusa-kotobukicho_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2005/12/9,表示,duo,日神デュオステージ本牧,なし,,http://www.nisshinfudosan.co.jp/images/new/honmoku_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2005/12/9,非表示,palace,日神パレステージせんげん台,なし,,http://www.nisshinfudosan.co.jp/images/new/sengendai_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2005/12/9,非表示,duo,日神デュオステージ池袋,なし,,http://www.nisshinfudosan.co.jp/images/new/ikebukuro_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2005/10/17,非表示,duo,日神デュオステージ新宿外苑東通り,なし,,http://www.nisshinfudosan.co.jp/images/new/sghd_icon.jpg,,,,,,,,,,,,,,,,,,,,,,,
2005/10/15,非表示,palace,日神パレステージ愛甲石田ヴィジオール,なし,http://www.nisshinfudosan.co.jp/fin/aikouishida_vibg/index.html,http://www.nisshinfudosan.co.jp/images/new/aikoishida_vibg_icon.gif,神奈川,,小田急小田原線「愛甲石田」駅より徒歩6分,なし,なし,なし,,,,,,,,,,3LDK,3LDK,,,,,,
2005/10/8,非表示,palace,販売 日神パレステージ瑞江 東館・西館 ,なし,http://www.nisshinfudosan.co.jp/fin/mizue/index.html,http://www.nisshinfudosan.co.jp/images/new/mizue_icon.jpg,,,,,,,,,,,,,,,,,,,,,,,
2005/10/1,非表示,palace,日神パレステージ熊谷鎌倉町,なし,http://www.nisshinfudosan.co.jp/fin/kumagaya/index.html,http://www.nisshinfudosan.co.jp/images/new/kumagayakamakuracho_icon.gif,埼玉,,ＪＲ高崎線「熊谷」駅より徒歩12分,秩父鉄道「上熊谷」駅より徒歩3分,なし,なし,,,,,,,,,,3LDK,3LDK+DEN,,,,,,
2005/9/27,非表示,palace,日神パレステージ西巣鴨,なし,http://www.nisshinfudosan.co.jp/fin/nishisugamo/index.html,http://www.nisshinfudosan.co.jp/images/new/nishisugamo_icon.gif,東京23区,,都営三田線「西巣鴨」駅より徒歩5分、「巣鴨」駅より徒歩12分,JR山手線「巣鴨」駅より徒歩13分,都電荒川線「新庚申塚」駅より徒歩2分,なし,,,,,,,,,,1LDK,2LDK,,,,,,
2005/9/16,非表示,duo,日神デュオステージ高円寺,なし,,http://www.nisshinfudosan.co.jp/images/new/kouenji_icon.jpg,,,,,,,,,,,,,,,,,,,,,,,
2005/8/20,非表示,palace,日神パレステージ南浦和サウスフォート,なし,,http://www.nisshinfudosan.co.jp/images/new/minamiurawa_icon.jpg,,,,,,,,,,,,,,,,,,,,,,,
2005/8/1,非表示,palace,日神パレステージ東大和桜が丘,なし,http://www.nisshinfudosan.co.jp/fin/higashi_yamato/index.html,http://www.nisshinfudosan.co.jp/images/new/higashi_yamato_icon.gif,東京都下,,西武拝島線「玉川上水」駅より徒歩8分,多摩都市モノレール線「玉川上水」駅より徒歩8分,なし,なし,,,,,,,,,,2LDK,2LDK,,,,,,
2005/7/9,表示,palace,日神パレステージ与野中央,なし,http://www.nisshinfudosan.co.jp/fin/yono_chuou/index.html,http://www.nisshinfudosan.co.jp/images/new/yono.gif,埼玉,,京浜東北線「与野」駅より徒歩2分,なし,なし,なし,,,,,,,,,,,,,,,,,
2005/6/18,表示,palace,日神パレステージ北千住,なし,,http://www.nisshinfudosan.co.jp/images/new/kitasenju_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2005/6/18,表示,palace,日神パレステージ横須賀田浦,なし,,http://www.nisshinfudosan.co.jp/images/new/yokosukataura_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2005/5/28,表示,palace,日神パレステージ鴨宮,なし,http://www.nisshinfudosan.co.jp/fin/kamonomiya/index.html,http://www.nisshinfudosan.co.jp/images/new/kamonomiya_icon.gif,神奈川,,JR東海道線「鴨宮」駅より徒歩20分,なし,なし,なし,,,,,,,,,,2LDK,4LDK,,,,,,
2005/4/29,表示,palace,日神パレステージ拝島,なし,,http://www.nisshinfudosan.co.jp/images/new/haijima_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2005/4/28,表示,palace,日神パレステージ本厚木リバースクエア,なし,http://www.nisshinfudosan.co.jp/fin/hon-atsugi/index.html,http://www.nisshinfudosan.co.jp/images/new/hon-atsugi_icon.gif,神奈川,,小田急小田原線「本厚木」駅より徒歩11分,なし,なし,なし,,,,,,,,,,,,,,,,,
2005/4/23,表示,palace,日神パレステージ大宮中央,なし,http://www.nisshinfudosan.co.jp/fin/omiya/index.html,http://www.nisshinfudosan.co.jp/images/new/omiya.gif,埼玉,,JR京浜東北線・JR埼京線・JR宇都宮線・JR高崎線・JR川越線 東武野田線・埼玉新都市交通伊奈線「大宮」駅より徒歩7分,なし,なし,なし,,,,,,,,,,3LDK,3LDK+D,,,,,,
2005/4/22,表示,duo,日神デュオステージ浜田山,なし,,http://www.nisshinfudosan.co.jp/images/new/hamadayama_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
2005/3/25,表示,palace,日神パレステージ聖蹟桜ヶ丘,なし,http://www.nisshinfudosan.co.jp/fin/sakuragaoka/index.html,http://www.nisshinfudosan.co.jp/images/new/sakuragaoka_icon.gif,東京都下,,京王線「聖蹟桜ヶ丘」駅より徒歩13分,なし,なし,なし,,,,,,,,,,3LDK,3LDK,,,,,,
2005/3/12,表示,palace,日神パレステージ茅ヶ崎,なし,,http://www.nisshinfudosan.co.jp/images/new/tigasaki_icon.gif,,,,,,,,,,,,,,,,,,,,,,,
